,session,unit_id,isi_violations,sd_log,r2,bl_len,acg_1,acg_last
83,ecephys_684930_2023-09-28_11-45-27,47.0,0.0129103588153828,-1.6154490189985278,0.6440373808251472,912.66,-0.057831765497869246,0.009305676670887598
84,ecephys_684930_2023-09-28_11-45-27,66.0,0.0214853833483446,-1.272256738799557,0.817552554790565,912.66,-0.0222734801135299,0.0030103744887693606
85,ecephys_684930_2023-09-28_11-45-27,67.0,0.0577627915383989,-1.4947191678535388,0.2209521048334161,912.66,-0.009208489604824592,0.008778980826100818
86,ecephys_684930_2023-09-28_11-45-27,111.0,0.0200591790482206,-1.4441660945208106,0.7781419051754307,912.66,-0.05574258246880824,0.007038715072370045
87,ecephys_684930_2023-09-28_11-45-27,115.0,0.0801921448150463,-1.2029132712140458,0.7964450863932824,912.66,-0.13444019302980478,0.009463520751885193
88,ecephys_684930_2023-09-28_11-45-27,128.0,0.0,-1.3553630074653884,0.2674649378952254,912.66,-0.11946596740894902,0.009347518636571536
89,ecephys_684930_2023-09-28_11-45-27,237.0,0.1895943405801345,-1.1158408513994302,0.9439215048589356,912.66,-0.055380973254434376,0.003620079700613125
90,ecephys_684930_2023-09-28_11-45-27,241.0,0.1571231007195585,-1.631429014993151,0.0503428017305661,912.66,-0.0693294094950773,-0.0033598272695524937
91,ecephys_684930_2023-09-28_11-45-27,242.0,0.2673436916600565,-1.3159928876958809,0.6275150400604326,912.66,-0.049874534607372754,0.002410160631805485
92,ecephys_684930_2023-09-28_11-45-27,246.0,0.0450472858592716,-1.5582003639809694,0.290401016299441,912.66,-0.07132428327649158,-0.0017609500364225681
93,ecephys_684930_2023-09-28_11-45-27,350.0,0.0149954694336397,-1.498783051526141,0.268886526160885,912.66,-0.07680019586913402,0.009258999779244112
94,ecephys_684930_2023-09-28_11-45-27,351.0,0.0639195680440771,-1.269850461495784,0.5743740542018305,912.66,0.056598038015456174,0.005874485701924364
95,ecephys_684930_2023-09-28_11-45-27,353.0,0.1111954714405933,-1.3379597030696257,0.8344691022073006,912.66,-0.027832592529294185,-0.001813262540101684
96,ecephys_684930_2023-09-28_11-45-27,354.0,0.3717472584003961,-1.6747958055835954,0.6826158749746872,912.66,-0.01081509402393243,0.0032705551387391713
97,ecephys_684930_2023-09-28_11-45-27,355.0,0.01890053959865,-1.5599270640500031,0.2926947069466489,912.66,-0.024613015763929425,0.004760816781006942
98,ecephys_684930_2023-09-28_11-45-27,356.0,0.0098980951427632,-1.281294149399106,0.4479514937242794,912.66,-0.09863619177486616,0.003794921950485639
99,ecephys_684930_2023-09-28_11-45-27,357.0,0.1711984141150559,-1.4505770707946473,0.5953183231809849,912.66,-0.0282902190433487,0.0037339068632358287
100,ecephys_684930_2023-09-28_11-45-27,358.0,0.1481573488485398,-1.5976244980686507,0.3685869152424256,912.66,-0.03533487187055985,0.004255345735948629
101,ecephys_684930_2023-09-28_12-44-15,5.0,0.2345833291201755,-0.9967613733153681,0.937330006009268,613.3199999999999,-0.042457428069316454,-0.001105787691568973
102,ecephys_684930_2023-09-28_12-44-15,23.0,0.1326451366163719,-1.288267208575758,0.2406222143914432,613.3199999999999,-0.011097090127523919,0.015402404884559311
103,ecephys_684930_2023-09-28_12-44-15,30.0,0.0,-1.3727363903250498,0.8952326604088889,613.3199999999999,-0.06653212011916543,0.004365494898667848
104,ecephys_684930_2023-09-28_12-44-15,32.0,0.2014625011462934,-1.1372067439742606,0.4878220130624812,613.3199999999999,-0.02796941176993517,0.007354079543541271
105,ecephys_684930_2023-09-28_12-44-15,45.0,0.0,-1.716916849229005,0.0691116689536768,613.3199999999999,-0.13948789580560642,0.003767589675320691
106,ecephys_684930_2023-09-28_12-44-15,51.0,0.1608907257922309,-1.5465842712809106,0.8082972653384324,613.3199999999999,-0.07380277587097181,0.014200864223021688
107,ecephys_684930_2023-09-28_12-44-15,56.0,0.0,-1.362747448267531,0.6148500834878066,613.3199999999999,0.04862766219510706,-0.0050676929935565725
108,ecephys_684930_2023-09-28_12-44-15,58.0,0.05246264530004,-1.223086130975674,0.6918921913649363,613.3199999999999,-0.07319243990749512,0.00996743739067613
109,ecephys_684930_2023-09-28_12-44-15,69.0,0.1578883653545753,-1.381851986826298,0.8308357750469038,613.3199999999999,-0.056949114232920636,-0.004324868944798412
110,ecephys_684930_2023-09-28_12-44-15,70.0,0.0481126868830538,-1.492418761280855,0.7250351443003227,613.3199999999999,-0.006284023059068371,0.01038881563905181
111,ecephys_684930_2023-09-28_12-44-15,71.0,0.0779487220326807,-1.4606786018670581,0.7667398565083875,613.3199999999999,-0.09506970540026374,0.001398228613081722
112,ecephys_684930_2023-09-28_12-44-15,72.0,0.0,-1.3774634131800856,0.762799917780232,613.3199999999999,-0.08668963480367237,-0.005818878715099165
113,ecephys_684930_2023-09-28_12-44-15,73.0,0.0459245369933945,-1.599506320886038,0.72930492962167,613.3199999999999,-0.0841741892668962,-0.008562097816596833
114,ecephys_684930_2023-09-28_12-44-15,78.0,0.1841825905874033,-1.6166598101909542,0.2269880990259016,613.3199999999999,-0.03592099816114534,-0.001904126121165408
115,ecephys_684930_2023-09-28_12-44-15,80.0,0.4228516883426798,-1.3902335517353583,0.2628490322408529,613.3199999999999,-0.01057005606346108,-0.011422623292536273
116,ecephys_684930_2023-09-28_12-44-15,84.0,0.0500413382550589,-1.4739079364102325,0.2142375123594855,613.3199999999999,-0.006930376085337311,0.002989573110326843
117,ecephys_684930_2023-09-28_12-44-15,85.0,0.0234441822266522,-1.5024579974279115,0.3398675425821742,613.3199999999999,-0.04321282341565532,-0.004289114205329352
118,ecephys_684930_2023-09-28_12-44-15,100.0,0.0061491603724781,-1.3437874236872696,0.3314509263534866,613.3199999999999,-0.04018992040402213,0.022750759580412113
119,ecephys_684930_2023-09-28_12-44-15,101.0,0.0336362399891673,-1.6117416160148492,0.2999194635768725,613.3199999999999,-0.19124540738259807,0.008463461025609343
120,ecephys_684930_2023-09-28_12-44-15,110.0,0.1553747213971873,-1.2828525758407778,0.6319993159409301,613.3199999999999,0.0040173250703646425,-0.006720863967520801
121,ecephys_684930_2023-09-28_12-44-15,127.0,0.0,-1.3973745088552474,0.7084518279254058,613.3199999999999,-0.022180799600465276,0.0043153245185824805
122,ecephys_684930_2023-09-28_12-44-15,254.0,0.0562914757524482,-1.3787303640532602,0.9168085095881398,613.3199999999999,-0.10224145457714881,-0.012554320815409319
123,ecephys_684930_2023-09-28_12-44-15,259.0,0.2622882808409967,-1.255861975953179,0.4314748919036186,613.3199999999999,-0.05045541982488593,-0.00516451540439434
124,ecephys_684930_2023-09-28_12-44-15,352.0,0.1471105527494331,-1.0384142945154042,0.7153616583143239,613.3199999999999,-0.024528304829461837,-0.0037643184119596318
125,ecephys_684930_2023-09-28_12-44-15,355.0,0.2322768274244104,-1.2920387760043406,0.5828205667717179,613.3199999999999,-0.06462236065669413,0.015594139446281149
126,ecephys_684930_2023-09-28_12-44-15,356.0,0.0495037639470379,-1.4700496993374879,0.8681481835984326,613.3199999999999,-0.07824744941896321,0.002062179602556816
127,ecephys_684930_2023-09-28_12-44-15,357.0,0.2482783225429408,-0.8076544129144135,0.753136550100864,613.3199999999999,0.07202365649752909,0.006481766391747695
128,ecephys_684930_2023-09-28_12-44-15,358.0,0.3985951893994308,-1.1450303176422802,0.7043345715915375,613.3199999999999,-0.019567308296989088,0.003857199655650851
129,ecephys_684930_2023-09-28_12-44-15,359.0,0.0211553063332744,-1.3502599544551943,0.7638161267129325,613.3199999999999,-0.021214506008986854,0.009793237581948505
130,ecephys_684930_2023-09-28_12-44-15,360.0,0.1792121902864061,-1.3445841773181255,0.7583826923735091,613.3199999999999,-0.059433650368113274,-0.0013751817849873814
131,ecephys_684930_2023-09-28_12-44-15,361.0,0.3670558505453679,-1.2920792847863987,0.6260737009104091,613.3199999999999,-0.027290488336620605,-0.0036832121306643304
132,ecephys_684930_2023-09-28_12-44-15,362.0,0.1968224166690479,-1.5274103451558725,0.4262844629917134,613.3199999999999,-0.05855137887638961,-0.006590773876717975
133,ecephys_687697_2023-09-15_11-30-06,18.0,0.3746680889823142,-0.8090219854009798,0.4151427923497647,911.91,-0.0012046890830411943,0.001743962912397985
134,ecephys_687697_2023-09-15_11-30-06,23.0,0.3546405366139907,-0.8596104301370366,0.3677669932005913,911.91,-0.019621324892702824,0.006618412590185615
135,ecephys_687697_2023-09-15_11-30-06,29.0,0.3150362167717342,-0.9060687029335062,0.060930416920561,911.91,-0.013831308374404706,0.001948866924618596
136,ecephys_687697_2023-09-15_11-30-06,37.0,0.221371214268904,-0.8864809248444042,0.552652288308497,911.91,-0.029162355801866637,0.0033441322588016933
137,ecephys_687697_2023-09-15_11-30-06,39.0,0.0349415259957243,-0.8465926910854681,0.7162600122114688,911.91,-0.005987910569685765,-0.0009821289563673933
138,ecephys_687697_2023-09-15_11-30-06,287.0,0.4192525383336579,-0.927929410343556,0.5551043482474598,911.91,0.03747509651434855,0.00695035917621325
139,ecephys_687697_2023-09-15_12-36-06,6.0,0.0243380120136041,-1.077122682943294,0.8510718849708655,1.29,-0.23529411764705907,
140,ecephys_687697_2023-09-15_12-36-06,8.0,0.003446380307103,-0.7705783552625358,0.8500630706176494,911.16,-0.08030768819764635,0.015256985970643209
141,ecephys_687697_2023-09-15_12-36-06,12.0,0.272057561345313,-0.942212347579689,0.6232296276138697,911.16,0.0098111450774965,-0.0048539314485042595
142,ecephys_687697_2023-09-15_12-36-06,13.0,0.0316893914235833,-0.981952955861331,0.7563762579958311,911.16,-0.07545027066774902,0.006051977483428945
143,ecephys_687697_2023-09-15_12-36-06,15.0,0.1002977870733227,-1.0999762863783566,0.8423500519527187,1.29,-0.08998425413316935,
144,ecephys_687697_2023-09-15_12-36-06,18.0,0.0370107836117601,-0.7110119165368045,0.9190609646432908,911.16,-0.034810175452143904,-0.0036928449148484984
145,ecephys_687697_2023-09-15_12-36-06,22.0,0.0,-0.7046827698550593,0.8781805470351279,911.16,-0.08255795233414741,0.009558917275457815
146,ecephys_687697_2023-09-15_12-36-06,39.0,0.019408777877699,-0.7388008807683635,0.8292924688880264,911.16,-0.06463814922334635,0.011053707774375955
147,ecephys_687697_2023-09-15_12-36-06,44.0,0.0553670285407237,-1.2219324855563622,0.8935601520131907,1.29,-0.18257418583505539,
148,ecephys_687697_2023-09-15_12-36-06,48.0,0.4273391545485581,-0.8032576977890556,0.6681863714797122,911.16,0.024451526863650715,-0.0010131248487816947
149,ecephys_687697_2023-09-15_12-36-06,51.0,0.0578828930782049,-0.770792276630525,0.7358044855992384,911.16,-0.07081862251488469,0.019031538737834294
150,ecephys_687697_2023-09-15_12-36-06,52.0,0.0905246038037637,-0.6786591734410096,0.8318234869706287,911.16,-0.07666058210709716,0.006670864853352338
151,ecephys_687697_2023-09-15_12-36-06,53.0,0.1198165740647057,-0.79880222526727,0.7657668237463696,911.16,-0.04961847779125969,0.004234461364101267
152,ecephys_687697_2023-09-15_12-36-06,56.0,0.1812180685649086,-0.9909542625870338,0.6390752748077425,911.16,-0.04860202957048597,0.006648619508397359
153,ecephys_687697_2023-09-15_12-36-06,59.0,0.228807150904292,-0.7275716103002015,0.9029037792992032,911.16,-0.0032561670028758436,0.008094578095122226
154,ecephys_687697_2023-09-15_12-36-06,75.0,0.1996439522776079,-0.7665821257115917,0.8031161759268626,911.16,-0.005040218694922451,0.00440842312752331
155,ecephys_687697_2023-09-15_12-36-06,81.0,0.4643475244468775,-0.9626591019453773,0.7468809383088595,911.16,0.06547899549994703,-0.002425353482278884
156,ecephys_687697_2023-09-15_12-36-06,83.0,0.0232773716227167,-0.746673412961796,0.8771073380431069,911.16,-0.020203799809901776,0.012075091060359772
157,ecephys_687697_2023-09-15_12-36-06,88.0,0.3511339867913537,-1.0488610331654513,0.3476515698264845,911.16,0.05710025355942473,0.010809611054944239
158,ecephys_687697_2023-09-15_12-36-06,226.0,0.1506312167008047,-0.826415241530322,0.8574842623901952,911.16,-0.061626836630137065,0.0011251948827640567
159,ecephys_687697_2023-09-15_12-36-06,232.0,0.104578593914013,-0.8447284566650654,0.7488230206697145,911.16,-0.0070891813235881805,0.00557897301399776
160,ecephys_687697_2023-09-15_12-36-06,247.0,0.0845161570736359,-0.737844855771879,0.8863716912363798,911.16,-0.02672211158955833,0.009257081697734619
161,ecephys_687697_2023-09-15_12-36-06,269.0,0.3081490007976195,-0.6435281200103522,0.8176432261125564,911.16,-0.005662999972468375,0.01312688228044427
162,ecephys_687697_2023-09-15_12-36-06,276.0,0.028410824960359,-0.9842598488267617,0.2986884600165251,911.16,-0.07377700488742629,0.00847082095952027
163,ecephys_687697_2023-09-15_12-36-06,277.0,0.494135153602205,-0.6842913894837518,0.9141145968050636,911.16,0.03329153765718266,-0.001394875336461695
164,ecephys_687697_2023-09-15_12-36-06,278.0,0.2861961674918116,-0.8725320274869915,0.6970217967087687,911.16,0.03195085114658942,0.007658932972482569
165,ecephys_687697_2023-09-15_12-36-06,280.0,0.3592539535952362,-0.7975418071797684,0.8472450902558553,911.16,0.013529770867364057,0.0064562029618728
166,ecephys_687697_2023-09-15_12-36-06,282.0,0.1177962314029932,-1.0662358428339846,0.6306023195300616,911.16,-0.02858885502046715,0.0036679661244261048
167,ecephys_691893_2023-10-05_12-46-57,9.0,0.4288647029686224,-1.291111982529787,0.6244619686013632,8.64,-0.06691449814126346,0.10036563193274797
168,ecephys_691893_2023-10-05_12-46-57,16.0,0.482724729416635,-1.0100954378655906,0.7389448158517206,609.66,-0.04759689822614853,-0.014510251629745558
169,ecephys_691893_2023-10-05_12-46-57,20.0,0.2558547500442303,-0.7704701584774981,0.8038718403480405,609.66,-0.02333494722293881,0.038900118673444374
170,ecephys_691893_2023-10-05_12-46-57,24.0,0.1154404223475573,-0.9840714413923272,0.6017574419843328,609.66,-0.07195841077261365,0.0028123943460336503
171,ecephys_691893_2023-10-05_12-46-57,32.0,0.4046128320849919,-0.7705244196583413,0.9540214736143396,8.64,-0.025507854685383725,0.004671441918405497
172,ecephys_691893_2023-10-05_12-46-57,43.0,0.2670518779312994,-1.2741104584590557,0.4146972220730925,108.66,-0.05336425580256192,0.020030284428307028
173,ecephys_691893_2023-10-05_12-46-57,54.0,0.4065070638257676,-0.829157816190642,0.8141456227059283,609.66,-0.07745678278902014,0.013859778203963587
174,ecephys_691893_2023-10-05_12-46-57,67.0,0.0995151264583419,-0.9553331396528408,0.1088889761315156,609.66,-0.0832872580784679,-0.003263182229470614
175,ecephys_691893_2023-10-05_12-46-57,69.0,0.4673837244219522,-0.9481814133142038,0.1123058234225518,609.66,-0.06039330795393541,0.013635574577668022
176,ecephys_691893_2023-10-05_12-46-57,113.0,0.1427970415955939,-0.8368397703417105,0.5539222851052856,609.66,-0.26794748959758746,0.009042655339468346
177,ecephys_691893_2023-10-05_12-46-57,451.0,0.0193426594996207,-1.2822422057963765,0.8530529800802639,8.64,-0.05904059040590467,-0.06794576007037981
